orden,sitios,codigo,fecha,año,campaña,tem_agua,tem_aire,od,ph,olores,color,espumas,mat_susp,colif_fecales_ufc_100ml,escher_coli_ufc_100ml,enteroc_ufc_100ml,nitrato_mg_l,nh4_mg_l,p_total_l_mg_l,fosf_ortofos_mg_l,dbo_mg_l,dqo_mg_l,turbiedad_ntu,hidr_deriv_petr_ug_l,cr_total_mg_l,cd_total_mg_l,clorofila_a_ug_l,microcistina_ug_l,ica,calidad_de_agua,gobierno_local,sitio,latitud,longitud,Poblacion_partido,Personas_con_cloacas,Actividad_principal,"Agricultura, ganadería, caza y silvicultura",Pesca explotación de criaderos de peces y granjas piscícolas y servicios conexos,Explotación de minas y canteras,Industria Manufacturera,"Electricidad, gas y agua",Construcción,Servicios
39.0,Balneario Palo Blanco,BS092,23/8/2023,2023.0,invierno,inaccesible,inaccesible,inaccesible,inaccesible,inaccesible,inaccesible,inaccesible,inaccesible,inaccesible,inaccesible,inaccesible,inaccesible,inaccesible,inaccesible,inaccesible,inaccesible,inaccesible,inaccesible,inaccesible,inaccesible,inaccesible,inaccesible,inaccesible,inaccesible,inaccesible,Berisso,Balneario Palo Blanco,-34.855.808,-57.838.144,100.930,47.630,"""Industria Manufacturera""",,,,,,,
38.0,Balneario Palo Blanco,BS092,14/11/2023,2023.0,primavera,21,sin equipo,4.76,7.65,Presencia,Ausencia,Ausencia,Ausencia,200,200,160,<2.0,8.4,0.20,<0.20,8.4,52,17,<0.10,<0.005,<0.001,<10.00,0.69,37,Extremadamente deteriorada,Berisso,Balneario Palo Blanco,-34.855.808,-57.838.144,100.930,47.630,"""Industria Manufacturera""",,,,,,,
42.0,Playa La Balandra,BS093,22/2/2023,2023.0,Verano,20,23,5.8,7.47,Ausencia,Ausencia,Ausencia,Presencia,1200,900,720,3.2,0.57,0.79,0.53,3.4,58,17,<0.10,<0.005,<0.001,<0.10,>5.00,no se pudo calcular,,,,,,,,,,,,,,,
42.0,Playa La Balandra,BS093,10/5/2023,2023.0,otoño,18,13,5.93,8.35,Ausencia,Ausencia,Ausencia,Ausencia,500,500,140,3.70,0.09,0.17,0.12,2.10,<30,32.00,<0.10,<0.005,<1.0,54.87,<0.15,36,Extremadamente deteriorada,,,,,,,,,,,,,,
43.0,Playa La Balandra,BS093,23/8/2023,2023.0,invierno,12,10,8.96,8.09,Ausencia,Ausencia,Ausencia,Ausencia,800,500,230,5.7,0.42,3.00,0.55,2.5,67,50,<0.10,<0.005,<0.001,45.07,0.79,38,Extremadamente deteriorada,,,,,,,,,,,,,,
42.0,Playa La Balandra,BS093,14/11/2023,2023.0,primavera,20,14,8.22,8.30,Ausencia,Ausencia,Ausencia,Presencia,800,800,360,4.1,0.39,0.21,<0.20,<2.0,48,110,<0.10,0,<0.001,37.4,<0.15,35,Extremadamente deteriorada,,,,,,,,,,,,,,
41.0,Balneario Municipal,BS094,22/2/2023,2023.0,Verano,20,24,7.53,8.21,Ausencia,Ausencia,Ausencia,Presencia,700,400,330,2.9,0.51,0.27,0.17,3.7,59,95,<0.10,0.008,<0.001,20.52,>5.00,no se pudo calcular,,,,,,,,,,,,,,,
41.0,Balneario Municipal,BS094,10/5/2023,2023.0,otoño,17,13,10.02,9.04,Ausencia,Ausencia,Ausencia,Ausencia,1.100,700,80,4.20,0.09,0.18,0.15,<2.0,<30,40.00,<0.10,<0.005,<1.0,41.65,<0.15,35,Extremadamente deteriorada,,,,,,,,,,,,,,
42.0,Balneario Municipal,BS094,23/8/2023,2023.0,invierno,12,13,9.41,8.67,Ausencia,Ausencia,Ausencia,Ausencia,300,300,150,6.6,0.56,0.56,0.55,2.3,66,75,<0.10,<0.005,<0.001,19.25,<0.15,36,Extremadamente deteriorada,,,,,,,,,,,,,,
41.0,Balneario Municipal,BS094,14/11/2023,2023.0,primavera,20,20,9.78,8.49,Ausencia,Ausencia,Ausencia,Ausencia,1000,800,850,<2.0,0.33,0.38,<0.20,2.2,77,34,<0.10,<0.005,<0.001,<10.00,<0.15,41,Extremadamente deteriorada,,,,,,,,,,,,,,
39.0,Diagonal 66 (descarga cloaca),BS095,22/2/2023,2023.0,Verano,22,25,5.92,7.96,Presencia,Presencia,Presencia,Presencia,9000,2000,1.000,<2.0,18,1.6,1.6,4.8,<30,2.9,<0.10,<0.005,<0.001,17.42,>5.00,no se pudo calcular,,,,,,,,,,,,,,,
39.0,Diagonal 66 (descarga cloaca),BS095,10/5/2023,2023.0,otoño,18,16,11.70,9.39,Ausencia,Ausencia,Ausencia,Ausencia,32000,32000,1500,22.50,6.30,0.61,0.51,4.80,<30,12.00,<0.10,<0.005,<1.0,29.02,<0.15,32,Extremadamente deteriorada,,,,,,,,,,,,,,
40.0,Diagonal 66 (descarga cloaca),BS095,23/8/2023,2023.0,invierno,inaccesible,inaccesible,inaccesible,inaccesible,inaccesible,inaccesible,inaccesible,inaccesible,inaccesible,inaccesible,inaccesible,inaccesible,inaccesible,inaccesible,inaccesible,inaccesible,inaccesible,inaccesible,inaccesible,inaccesible,inaccesible,inaccesible,inaccesible,inaccesible,inaccesible,,,,,,,,,,,,,,
39.0,Diagonal 66 (descarga cloaca),BS095,14/11/2023,2023.0,primavera,23,21,7.51,8.02,Ausencia,Ausencia,Ausencia,Ausencia,52000,15600,1960,2.9,2.1,0.44,<0.20,4.1,65,70,<0.10,<0.005,<0.001,<10.00,1.18,37,Extremadamente deteriorada,,,,,,,,,,,,,,
31.0,Puerto Trinidad calle 47,BZ077,22/2/2023,2023.0,Verano,no se midió,26,no se midió,no se midió,Ausencia,Ausencia,Ausencia,Ausencia,4000,130,200,<2.0,<0.05,0.55,0.16,6.5,59,140,<0.10,0.006,<0.001,133.41,>5.00,no se pudo calcular,,,,,,,,,,,,,,,
31.0,Puerto Trinidad calle 47,BZ077,10/5/2023,2023.0,otoño,sin equipo,14,sin equipo,sin equipo,Ausencia,Ausencia,Ausencia,Ausencia,2.000,2000,7600,16.70,2.10,0.43,0.42,7.90,<30,23.00,<0.10,0.0076,<1.0,126.75,<0.15,31,Extremadamente deteriorada,,,,,,,,,,,,,,
32.0,Puerto Trinidad calle 47,BZ077,23/8/2023,2023.0,invierno,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,,,,,,,,,,,,,,
31.0,Puerto Trinidad calle 47,BZ077,14/11/2023,2023.0,primavera,sin equipo,19,sin equipo,sin equipo,Ausencia,Ausencia,Ausencia,Ausencia,4100,4100,1200,5.3,1.3,0.74,sin muestra,11,115,95,<0.10,0,<0.001,48.1,<0.15,29,Extremadamente deteriorada,,,,,,,,,,,,,,
30.0,Calle 14 y Costa - Salida cloaca,BZ078,22/2/2023,2023.0,Verano,no se midió,24,no se midió,no se midió,Ausencia,Ausencia,Ausencia,Ausencia,1000,800,530,2.4,0.05,0.86,0.14,17,120,150,<0.10,<0.005,<0.001,174.32,>5.00,no se pudo calcular,,Berazategui,Calle 14 y costa - salida cloaca,-34.744.169,-58.177.231,358.712,267.760,"""Agricultura, ganadería, caza y silvicultura""",1.0,2.0,0.0,7.0,6.0,6.0,3.0
30.0,Calle 14 y Costa - Salida cloaca,BZ078,10/5/2023,2023.0,otoño,sin equipo,12,sin equipo,sin equipo,Ausencia,Ausencia,Ausencia,Ausencia,178.000,170000,9000,6.30,16.00,1.20,1.20,24.00,41.00,12.00,<0.10,<0.005,<1.0,5.91,<0.15,28,Extremadamente deteriorada,Berazategui,Calle 14 y costa - salida cloaca,-34.744.169,-58.177.231,358.712,267.760,"""Agricultura, ganadería, caza y silvicultura""",1.0,2.0,0.0,7.0,6.0,6.0,3.0
31.0,Calle 14 y Costa - Salida cloaca,BZ078,23/8/2023,2023.0,invierno,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,Berazategui,Calle 14 y costa - salida cloaca,-34.744.169,-58.177.231,358.712,267.760,"""Agricultura, ganadería, caza y silvicultura""",1.0,2.0,0.0,7.0,6.0,6.0,3.0
30.0,Calle 14 y Costa - Salida cloaca,BZ078,14/11/2023,2023.0,primavera,16,22,sin equipo,6.63,Ausencia,Ausencia,Ausencia,Presencia,600,500,50,9.0,1.4,0.20,<0.20,7.2,32,9.3,<0.10,<0.005,<0.001,<10.00,0.58,36,Extremadamente deteriorada,Berazategui,Calle 14 y costa - salida cloaca,-34.744.169,-58.177.231,358.712,267.760,"""Agricultura, ganadería, caza y silvicultura""",1.0,2.0,0.0,7.0,6.0,6.0,3.0
32.0,Costanera Hudson Calle 63,BZ080,22/2/2023,2023.0,Verano,no se midió,28,no se midió,no se midió,Ausencia,Ausencia,Ausencia,Ausencia,7000,100,120,<2.0,0.06,0.52,0.14,7.6,96,120,<0.10,<0.005,<0.001,101.82,>5.00,no se pudo calcular,,Berazategui,Costanera Hudson calle 63,-34.753,-58.108.281,358.712,267.760,"""Agricultura, ganadería, caza y silvicultura""",1.0,2.0,0.0,7.0,6.0,6.0,3.0
32.0,Costanera Hudson Calle 63,BZ080,10/5/2023,2023.0,otoño,sin equipo,13,sin equipo,sin equipo,Ausencia,Ausencia,Ausencia,Ausencia,1.000,900,500,4.20,0.30,0.39,0.13,5.20,36.00,22.00,<0.10,<0.005,<1.0,120.95,<0.15,34,Extremadamente deteriorada,Berazategui,Costanera Hudson calle 63,-34.753,-58.108.281,358.712,267.760,"""Agricultura, ganadería, caza y silvicultura""",1.0,2.0,0.0,7.0,6.0,6.0,3.0
33.0,Costanera Hudson Calle 63,BZ080,23/8/2023,2023.0,invierno,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,Berazategui,Costanera Hudson calle 63,-34.753,-58.108.281,358.712,267.760,"""Agricultura, ganadería, caza y silvicultura""",1.0,2.0,0.0,7.0,6.0,6.0,3.0
32.0,Costanera Hudson Calle 63,BZ080,14/11/2023,2023.0,primavera,sin equipo,21,sin equipo,sin equipo,Ausencia,Ausencia,Ausencia,Ausencia,18000,14000,1430,3.4,0.61,0.76,sin muestra,12,130,55,<0.10,0,<0.001,42.7,<0.15,29,Extremadamente deteriorada,Berazategui,Costanera Hudson calle 63,-34.753,-58.108.281,358.712,267.760,"""Agricultura, ganadería, caza y silvicultura""",1.0,2.0,0.0,7.0,6.0,6.0,3.0
,,CA CU01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CABA,Reserva ecológica ciudad universitaria costanera norte,-34.535.878,-58.445.933,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
,,CA CU02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CABA,Reserva ciudad universitaria: boca de entrada al humedal  desembocadura arroyo white,-34.537.272,-58.448.339,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
,,CA CU03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CABA,Reserva ciudad universitaria: marisma canal de marea principal,-34.538.686,-58.445.589,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
,,CA CU04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CABA,Reserva ciudad universitaria: humedal central   planicie de marea,-34.539.667,-58.443.781,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
,,CA CU05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CABA,Reserva ciudad universitaria: dique sur subsistema laguna,-34.540.675,-584.419,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
18.0,Parque de los Niños,CA041,22/2/2023,2023.0,Verano,27.8,no se midió,8,7.7,Ausencia,Ausencia,Ausencia,Ausencia,1100,1100,400,<44,0.4,0.35,0.29,7,<50,33,<0.10,<0.005,<0.001,<0.10,0.27,49,Muy deteriorada ,,,,,,,,,,,,,,
18.0,Parque de los Niños,CA041,10/5/2023,2023.0,otoño,19,19,2.20,7.50,Ausencia,Ausencia,Ausencia,Ausencia,200.000,140.000,180,<44,4.00,,0.20,9.00,<50,17.00,<0.10,0.0055,<1.0,0.36,<0.15,33,Extremadamente deteriorada,,,,,,,,,,,,,,
18.0,Parque de los Niños,CA041,23/8/2023,2023.0,invierno,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,,,,,,,,,,,,,,
18.0,Parque de los Niños,CA041,14/11/2023,2023.0,primavera,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,,,,,,,,,,,,,,
19.0,Costanera Norte - Espigón Abanico,CA044,22/2/2023,2023.0,Verano,25.2,no se midió,6.4,7.3,Ausencia,Ausencia,Ausencia,Ausencia,1300,1300,780,<44,0.6,0.35,0.21,<5,<50,50,<0.10,<0.005,<0.001,<0.10,<0.15,38,Extremadamente deteriorada,CABA,Costanera norte espigón abanico,-34.547.089,-58.430.231,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
19.0,Costanera Norte - Espigón Abanico,CA044,10/5/2023,2023.0,otoño,18,18,6.20,7.30,Ausencia,Ausencia,Ausencia,Ausencia,29.000,21.000,760,<44,2.00,0.12,0.11,<5,<50,21.00,<0.10,<0.005,<1.0,<0.10,<0.15,35,Extremadamente deteriorada,CABA,Costanera norte espigón abanico,-34.547.089,-58.430.231,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
19.0,Costanera Norte - Espigón Abanico,CA044,23/8/2023,2023.0,invierno,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,CABA,Costanera norte espigón abanico,-34.547.089,-58.430.231,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
19.0,Costanera Norte - Espigón Abanico,CA044,14/11/2023,2023.0,primavera,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,CABA,Costanera norte espigón abanico,-34.547.089,-58.430.231,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
20.0,Club de Pescadores,CA046,22/2/2023,2023.0,Verano,26.4,no se midió,7.9,7.7,Ausencia,Ausencia,Ausencia,Ausencia,1700,1600,480,<44,0.1,0.45,0.17,6,<50,65,<0.10,<0.005,<0.001,20.82,0.41,40,Extremadamente deteriorada,CABA,Club de pescadores,-34.563.231,-58.404.119,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
20.0,Club de Pescadores,CA046,10/5/2023,2023.0,otoño,18,18,7.60,7.40,Ausencia,Ausencia,Ausencia,Ausencia,19.000,19.000,5500,<44,0.90,0.17,0.16,<5,<50,40.00,<0.10,<0.005,<1.0,0.87,<0.15,35,Extremadamente deteriorada,CABA,Club de pescadores,-34.563.231,-58.404.119,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
20.0,Club de Pescadores,CA046,23/8/2023,2023.0,invierno,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,CABA,Club de pescadores,-34.563.231,-58.404.119,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
20.0,Club de Pescadores,CA046,14/11/2023,2023.0,primavera,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,CABA,Club de pescadores,-34.563.231,-58.404.119,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
21.0,Reserva Ecológica Costanera Sur - Playita,CA047,22/2/2023,2023.0,Verano,25.6,no se midió,8.4,7.8,Ausencia,Ausencia,Ausencia,Ausencia,850,850,300,<44,<0.1,0.33,0.23,17,<50,66,<0.10,0.0075,<0.001,2.23,<0.15,45,Muy deteriorada ,CABA,Reserva ecológica costanera sur playita,-34.612.761,-58.340.611,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
21.0,Reserva Ecológica Costanera Sur - Playita,CA047,10/5/2023,2023.0,otoño,18,18,7.60,7.30,Ausencia,Ausencia,Ausencia,Ausencia,4.100,4.100,760,<44,0.50,0.16,0.15,7.00,<50,68.00,<0.10,<0.005,<1.0,<0.10,<0.15,39,Extremadamente deteriorada,CABA,Reserva ecológica costanera sur playita,-34.612.761,-58.340.611,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
21.0,Reserva Ecológica Costanera Sur - Playita,CA047,23/8/2023,2023.0,invierno,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,no muestreó,CABA,Reserva ecológica costanera sur playita,-34.612.761,-58.340.611,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
21.0,Reserva Ecológica Costanera Sur - Playita,CA047,14/11/2023,2023.0,primavera,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,no se muestreó,CABA,Reserva ecológica costanera sur playita,-34.612.761,-58.340.611,3.121.707,3.049.672,"""servicios inmobiliarios, financieros y comercio""",,,,,,,
,,EN AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ensenada,Boca cerrada (res. extra nat. punta Lara),-34.781.253,-58.008.481,63.997,37.375,"""siderúrgica y refineria de petroleo""",,,,,,,
33.0,Boca Cerrada (Res.Nat. Punta Lara),EN-adic,10/5/2023,2023.0,otoño,sin equipo,11,sin equipo,sin equipo,Ausencia,Ausencia,Ausencia,Ausencia,sin muestra,sin muestra,sin muestra,7.00,0.09,0.27,0.15,3.00,<30,20.00,sin muestra,<0.005,<1.0,94.81,<0.15,37,Extremadamente deteriorada,,,,,,,,,,,,,,
34.0,Boca Cerrada (Res.Nat. Punta Lara),EN-adic,23/8/2023,2023.0,invierno,sin equipo,12,sin equipo,sin equipo,Ausencia,Ausencia,Ausencia,Ausencia,1400,1000,1160,7.3,0.87,0.44,0.43,3.6,76,75,<0.10,<0.005,<0.001,28.85,0.20,34,Extremadamente deteriorada,,,,,,,,,,,,,,
33.0,Boca Cerrada (Res.Nat. Punta Lara),EN-adic,14/11/2023,2023.0,primavera,sin equipo,21,sin equipo,sin equipo,Ausencia,Ausencia,Ausencia,Ausencia,10000,400,410,3.3,0.24,0.50,<0.20,4.1,61,32,<0.10,0,<0.001,19.4,<0.15,37,Extremadamente deteriorada,,,,,,,,,,,,,,
33.0,Boca Cerrada (Res.Nat. Punta Lara),EN-extra,22/2/2023,2023.0,Verano,no se midió,24,no se midió,no se midió,Ausencia,Presencia,Ausencia,Presencia,200,100,20,<2.0,0.07,0.36,0.12,4.1,38,80,<0.10,<0.005,<0.001,101.82,>5.00,no se pudo calcular,,,,,,,,,,,,,,,
34.0,Camping Eva Perón,EN081,22/2/2023,2023.0,Verano,25.4,25,11.49,9.59,Ausencia,Ausencia,Ausencia,Ausencia,300,40,60,2.4,0.06,0.26,0.1,3.5,<30,60,<0.10,<0.005,<0.001,82.3,>5.00,no se pudo calcular,,Ensenada,Camping Eva Perón,-34.820.711,-57.965.319,63.997,37.375,"""siderúrgica y refineria de petroleo""",,,,,,,
34.0,Camping Eva Perón,EN081,10/5/2023,2023.0,otoño,17,15,12.62,9.38,Ausencia,Ausencia,Ausencia,Ausencia,700,130,15,6.10,0.09,0.23,0.18,3.20,<30,27.00,<0.10,<0.005,<1.0,152.11,<0.15,36,Extremadamente deteriorada,Ensenada,Camping Eva Perón,-34.820.711,-57.965.319,63.997,37.375,"""siderúrgica y refineria de petroleo""",,,,,,,
35.0,Camping Eva Perón,EN081,23/8/2023,2023.0,invierno,12.3,13,8.44,10.5,Ausencia,Ausencia,Ausencia,Ausencia,400,60,750,11.2,0.69,0.39,0.34,4,40,50,<0.10,<0.005,<0.001,67.76,<0.15,36,Extremadamente deteriorada,Ensenada,Camping Eva Perón,-34.820.711,-57.965.319,63.997,37.375,"""siderúrgica y refineria de petroleo""",,,,,,,
34.0,Camping Eva Perón,EN081,14/11/2023,2023.0,primavera,sin equipo,sin equipo,sin equipo,sin equipo,Ausencia,Ausencia,Ausencia,Ausencia,600,360,340,4.5,0.30,0.72,<0.20,2.6,59,40,<0.10,<0.005,<0.001,<10.00,<0.15,39,Extremadamente deteriorada,Ensenada,Camping Eva Perón,-34.820.711,-57.965.319,63.997,37.375,"""siderúrgica y refineria de petroleo""",,,,,,,
35.0,Toma de agua Club de Pesca,EN082,22/2/2023,2023.0,Verano,24.2,25,7.13,8.69,Ausencia,Ausencia,Ausencia,Ausencia,700,60,40,2.5,<0.05,0.81,0.2,11,230,432,<0.10,<0.005,<0.001,740.93,>5.00,no se pudo calcular,,,,,,,,,,,,,,,
35.0,Toma de agua Club de Pesca,EN082,10/5/2023,2023.0,otoño,17,15,9.05,8.55,Ausencia,Ausencia,Ausencia,Ausencia,100,35,5,5.10,0.17,0.19,0.18,<2.0,<30,25.00,<0.10,<0.005,<1.0,20.60,<0.15,40,Extremadamente deteriorada,,,,,,,,,,,,,,
36.0,Toma de agua Club de Pesca,EN082,23/8/2023,2023.0,invierno,12.9,13,8.57,8.01,Ausencia,Ausencia,Ausencia,Ausencia,400,100,200,10.6,1.20,0.42,0.26,2.7,<30,28,<0.10,<0.005,<0.001,17.5,0.16,40,Extremadamente deteriorada,,,,,,,,,,,,,,
35.0,Toma de agua Club de Pesca,EN082,14/11/2023,2023.0,primavera,22,sin equipo,8.28,8.11,Ausencia,Ausencia,Ausencia,Ausencia,900,570,110,6.4,0.44,0.17,<0.20,<2.0,<30,32,<0.10,<0.005,<0.001,84.8,0.86,38,Extremadamente deteriorada,,,,,,,,,,,,,,
36.0,Arroyo El Gato,EN083,22/2/2023,2023.0,Verano,24.4,25,2.68,7.82,Ausencia,Ausencia,Ausencia,Ausencia,22000,5600,2.400,2.7,11,0.59,0.17,12,90,65,<0.10,<0.005,<0.001,52.69,>5.00,no se pudo calcular,,,,,,,,,,,,,,,
36.0,Arroyo El Gato,EN083,10/5/2023,2023.0,otoño,17,15,4.24,7.84,Ausencia,Ausencia,Ausencia,Ausencia,15000,6800,1200,6.20,0.62,0.21,0.20,<2.0,<30,40.00,<0.10,<0.005,<1.0,2.79,<0.15,34,Extremadamente deteriorada,,,,,,,,,,,,,,
37.0,Arroyo El Gato,EN083,23/8/2023,2023.0,invierno,13.8,13,5.63,7.96,Ausencia,Ausencia,Ausencia,Ausencia,11000,3000,2600,20.7,3.50,0.75,0.48,4.5,40,55,<0.10,<0.005,<0.001,18.75,0.19,37,Extremadamente deteriorada,,,,,,,,,,,,,,
36.0,Arroyo El Gato,EN083,14/11/2023,2023.0,primavera,22,sin equipo,5.48,7.55,Ausencia,Ausencia,Ausencia,Ausencia,100,100,35,6.1,0.52,0.15,<0.20,<2.0,<30,17,<0.10,<0.005,<0.001,<10.00,<0.15,45,Muy deteriorada,,,,,,,,,,,,,,
37.0,Ensenada Prefectura Isla Santiago,EN084,22/2/2023,2023.0,Verano,22.8,25,6.13,8.07,Ausencia,Ausencia,Ausencia,Ausencia,12000,320,100,5.6,0.11,0.3,0.12,3.2,40,27,<0.10,<0.005,<0.001,34.02,>5.00,no se pudo calcular,,Ensenada,Ensenada prefectura isla Santiago,-34.833.911,-57.880.211,63.997,37.375,"""siderúrgica y refineria de petroleo""",,,,,,,
37.0,Ensenada Prefectura Isla Santiago,EN084,10/5/2023,2023.0,otoño,17,15,7.43,7.88,Ausencia,Ausencia,Ausencia,Ausencia,200,120,40,11.60,0.23,0.16,0.15,<2.0,<30,27.00,<0.10,<0.005,<1.0,32.49,<0.15,39,Extremadamente deteriorada,Ensenada,Ensenada prefectura isla Santiago,-34.833.911,-57.880.211,63.997,37.375,"""siderúrgica y refineria de petroleo""",,,,,,,
38.0,Ensenada Prefectura Isla Santiago,EN084,23/8/2023,2023.0,invierno,12.6,13,8.99,8.08,Ausencia,Ausencia,Ausencia,Ausencia,500,200,230,10.7,1.10,0.77,0.26,3.1,<30,32,<0.10,<0.005,<0.001,30.9,0.15,37,Extremadamente deteriorada,Ensenada,Ensenada prefectura isla Santiago,-34.833.911,-57.880.211,63.997,37.375,"""siderúrgica y refineria de petroleo""",,,,,,,
37.0,Ensenada Prefectura Isla Santiago,EN084,14/11/2023,2023.0,primavera,21,sin equipo,0.2,7.58,Ausencia,Ausencia,Ausencia,Ausencia,41000,38000,5600,6.5,0.96,0.72,<0.20,5.3,<30,17,<0.10,<0.005,<0.001,<10.00,2.42,35,Extremadamente deteriorada,Ensenada,Ensenada prefectura isla Santiago,-34.833.911,-57.880.211,63.997,37.375,"""siderúrgica y refineria de petroleo""",,,,,,,
27.0,Espora 400 m,QU061,22/2/2023,2023.0,Verano,25.3,28,6.82,5.32,Ausencia,Ausencia,Ausencia,Ausencia,1000,170,25,7,0.76,0.68,0.33,6.3,<30,23,<0.10,0.007,<0.001,44.42,<0.15,37,Extremadamente deteriorada,Quilmes,Espora 400 m,-3.469.195,-58.253.889,633.391,469.008,Pesca explotación de criaderos de peces y granjas piscícolas y servicios conexos,5.0,1.0,0.0,3.0,2.0,2.0,2.0
